GDS Record Locator,Reservation Date,Car Pick Up Date,Car Drop Off Date,Car Chain Code,Car Chain Name,Car Pick Up City,Car Pick Up State,Car Drop Off City,Car Drop Off State,Car Rental Days,Car Daily Rate,Car Category,Online Indicator
DIWWIK,11/29/12,12/4/12,12/4/12,ZL,NATIONAL CAR RENTAL,San Diego,CA,San Diego,CA,1,33.00,Compact,Y
DIWYTX,5/11/11,5/16/11,5/18/11,AL,ALAMO RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,2,19.00,Compact,Y
DIYRSE,10/12/12,10/15/12,10/18/12,AL,ALAMO RENT A CAR,Minot,ND,Minot,ND,3,36.00,Compact,Y
DIZBFY,3/6/12,3/7/12,3/8/12,ZL,NATIONAL CAR RENTAL,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,49.00,Intermediate,Y
DJABZS,6/14/12,6/19/12,6/21/12,AL,ALAMO RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,2,85.99,Compact,Y
DJAOGM,11/29/10,12/2/10,12/3/10,ZL,NATIONAL CAR RENTAL,Albuquerque,NM,Albuquerque,NM,1,46.00,Intermediate,N
DJBBQN,7/3/12,7/9/12,7/13/12,ET,ENTERPRISE CARS,Greensboro/H Pt/Win-Salem,NC,Greensboro/H Pt/Win-Salem,NC,4,32.94,Compact,Y
DJBMFS,3/26/12,3/27/12,3/29/12,ZR,DOLLAR RENT A CAR,Washington DC,DC,Washington DC,DC,2,43.42,Economy,N
DJCSBD,2/14/11,2/16/11,2/17/11,ZR,DOLLAR RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,1,55.00,Intermediate,N
DJCUOY,2/2/12,2/6/12,2/11/12,ZD,BUDGET RENT A CAR,Las Vegas,NV,Las Vegas,NV,5,14.00,Compact,Y
DJCVYH,3/21/12,3/26/12,3/29/12,ZR,DOLLAR RENT A CAR,Salt Lake City,UT,Salt Lake City,UT,3,34.00,Intermediate,N
DJCVYH,3/23/12,3/26/12,3/29/12,ZR,DOLLAR RENT A CAR,Salt Lake City,UT,Salt Lake City,UT,3,34.00,Intermediate,N
DJCVYH,3/26/12,3/26/12,3/29/12,ZR,DOLLAR RENT A CAR,Salt Lake City,UT,Salt Lake City,UT,3,34.00,Intermediate,Y
DJESYN,10/19/11,10/24/11,10/26/11,ET,ENTERPRISE CARS,Colorado Springs,CO,Colorado Springs,CO,2,35.00,Standard,Y
DJGZHB,4/5/13,4/10/13,4/11/13,ET,ENTERPRISE CARS,Duluth/Superior,MN,Duluth/Superior,MN,1,25.00,Economy,Y
DJHBSP,11/22/11,11/29/11,12/1/11,ZL,NATIONAL CAR RENTAL,Cincinnati,OH,Cincinnati,OH,2,32.00,Compact,N
DJKULZ,7/22/11,7/27/11,7/28/11,AL,ALAMO RENT A CAR,Tucson,AZ,Tucson,AZ,1,30.00,Intermediate,N
DJNPZW,11/9/11,11/14/11,11/18/11,ET,ENTERPRISE CARS,Denver,CO,Denver,CO,4,26.00,Compact,Y
DJOTMC,4/4/11,4/5/11,4/6/11,ZL,NATIONAL CAR RENTAL,Pittsburgh,PA,Pittsburgh,PA,1,35.00,Intermediate,N
DJOYNR,3/18/11,3/23/11,3/24/11,ZR,DOLLAR RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,1,14.00,Economy,Y
DJQHRW,10/21/11,10/26/11,10/26/11,ZD,BUDGET RENT A CAR,El Paso,TX,El Paso,TX,1,37.00,Compact,Y
DJQQIK,5/4/11,5/9/11,5/13/11,AL,ALAMO RENT A CAR,San Diego,CA,San Diego,CA,4,22.00,Intermediate,N
DJQQIK,5/9/11,5/9/11,5/13/11,AL,ALAMO RENT A CAR,San Diego,CA,San Diego,CA,4,22.00,Intermediate,N
DJTKVW,11/12/10,11/15/10,11/22/10,ZL,NATIONAL CAR RENTAL,Orange County-John Wayne,CA,Orange County-John Wayne,CA,7,19.86,Intermediate,Y
DJVHSC,6/20/13,6/25/13,6/27/13,ZR,DOLLAR RENT A CAR,Tulsa,OK,Tulsa,OK,2,26.96,Economy,Y
DJVTSQ,8/6/13,8/7/13,8/9/13,ZD,BUDGET RENT A CAR,Houston,TX,Houston,TX,2,45.00,Full Size,N
DJWIIW,1/18/12,1/23/12,1/25/12,ZD,BUDGET RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,2,41.00,Compact,Y
DJYWPL,11/3/11,11/8/11,11/9/11,ZD,BUDGET RENT A CAR,El Paso,TX,El Paso,TX,1,37.00,Compact,Y
DKAHPU,8/18/11,8/23/11,8/24/11,ET,ENTERPRISE CARS,Salt Lake City,UT,Salt Lake City,UT,1,37.00,Economy,Y
DKAJFO,10/25/11,11/1/11,11/5/11,ZD,BUDGET RENT A CAR,Washington DC,DC,Washington DC,DC,4,31.00,Compact,N
DKCLVH,3/8/12,3/13/12,3/20/12,ET,ENTERPRISE CARS,Seattle/TacomA,WA,Seattle/TacomA,WA,7,51.04,Compact,Y
DKECLT,6/5/13,6/10/13,6/14/13,ZT,THRIFTY RENT A CAR,Little Rock,AR,Little Rock,AR,4,47.00,Full Size,Y
DKESMN,2/13/13,2/17/13,2/24/13,ET,ENTERPRISE CARS,San Francisco,CA,San Francisco,CA,7,54.86,Economy,N
DKEYJD,2/29/12,3/5/12,3/7/12,ET,ENTERPRISE CARS,Detroit-Metro,MI,Detroit-Metro,MI,2,29.00,Compact,Y
DKFZLI,3/21/11,3/23/11,3/24/11,ET,ENTERPRISE CARS,Reno,NV,Reno,NV,1,22.00,Economy,Y
DKICWD,9/12/13,9/17/13,9/21/13,ET,ENTERPRISE CARS,Sacramento,CA,Sacramento,CA,4,41.00,Compact,Y
DKKXZF,5/25/11,5/31/11,6/2/11,AL,ALAMO RENT A CAR,Rapid City,SD,Rapid City,SD,2,57.00,Economy,Y
DKNLLC,11/4/11,11/8/11,11/9/11,ZE,HERTZ RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,1,73.00,Intermediate,N
DKNUUH,11/2/11,11/7/11,11/8/11,ET,ENTERPRISE CARS,Tucson,AZ,Tucson,AZ,1,27.00,Compact,Y
DKOREX,7/15/11,7/20/11,7/22/11,ZL,NATIONAL CAR RENTAL,Washington DC,DC,Washington DC,DC,2,33.00,Intermediate,N
DKRGKS,1/3/11,1/4/11,1/6/11,AL,ALAMO RENT A CAR,Dayton,OH,Dayton,OH,2,62.05,Full Size,N
DKSUZK,6/10/11,6/15/11,6/16/11,ZR,DOLLAR RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,1,37.00,Intermediate,N
DKSUZK,6/16/11,6/15/11,6/16/11,ZR,DOLLAR RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,1,37.00,Intermediate,N
DKTAAJ,3/9/12,3/14/12,3/14/12,AL,ALAMO RENT A CAR,Atlanta,GA,Atlanta,GA,1,27.00,Compact,N
DKTGRZ,3/30/11,4/4/11,4/8/11,AL,ALAMO RENT A CAR,Anchorage,AK,Anchorage,AK,4,18.00,Economy,Y
DKTUAJ,8/22/12,8/27/12,8/29/12,ZT,THRIFTY RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,2,48.00,Intermediate,Y
DKWJXM,2/23/11,2/28/11,3/2/11,ZI,AVIS RENT A CAR,Washington DC,DC,Washington DC,DC,2,30.00,Intermediate,N
DKWUKG,10/18/12,10/22/12,10/24/12,ZL,NATIONAL CAR RENTAL,Detroit-Metro,MI,Detroit-Metro,MI,2,43.00,Economy,N
DKXCCU,1/23/13,2/4/13,2/5/13,ET,ENTERPRISE CARS,Norfolk,VA,Norfolk,VA,1,9.00,Compact,Y
DKXIVC,12/27/10,12/28/10,12/28/10,AL,ALAMO RENT A CAR,Orange County-John Wayne,CA,Orange County-John Wayne,CA,1,29.00,Compact,N
DKXNAM,12/9/10,12/13/10,12/15/10,AL,ALAMO RENT A CAR,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,2,33.00,Compact,Y
DKYMVB,5/31/12,6/4/12,6/8/12,AL,ALAMO RENT A CAR,Louisville,KY,Louisville,KY,4,28.00,Compact,Y
DLADNY,3/7/12,3/12/12,3/15/12,ZR,DOLLAR RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,3,43.00,Economy,Y
DLAJXA,6/18/12,6/21/12,6/21/12,ET,ENTERPRISE CARS,Spokane,WA,Spokane,WA,1,47.00,Economy,Y
DLAKQT,4/12/12,4/17/12,4/18/12,ZR,DOLLAR RENT A CAR,Cincinnati,OH,Cincinnati,OH,1,23.00,Economy,Y
DLAKQT,4/13/12,4/16/12,4/18/12,ZD,BUDGET RENT A CAR,Cincinnati,OH,Cincinnati,OH,2,53.00,Compact,N
DLDBEW,9/6/11,9/12/11,9/15/11,ZR,DOLLAR RENT A CAR,Tampa/St Petersburg,FL,Tampa/St Petersburg,FL,3,7.00,Compact,Y
DLDQRO,12/5/11,12/7/11,12/9/11,ZI,AVIS RENT A CAR,Macon,GA,Macon,GA,2,38.00,Intermediate,N
DLDQRO,12/8/11,12/7/11,12/9/11,ZI,AVIS RENT A CAR,Macon,GA,Macon,GA,2,38.00,Intermediate,N
DLFCID,2/23/11,2/24/11,2/28/11,ZI,AVIS RENT A CAR,Anchorage,AK,Anchorage,AK,4,73.00,Compact,N
DLFCID,2/24/11,2/24/11,2/28/11,ZT,THRIFTY RENT A CAR,Anchorage,AK,Anchorage,AK,4,45.00,Full Size,N
DLHTOR,7/24/12,7/25/12,7/25/12,ZD,BUDGET RENT A CAR,Kahului/Maui,HI,Kahului/Maui,HI,1,42.00,Compact,N
DLIUQV,8/8/11,8/9/11,8/9/11,ET,ENTERPRISE CARS,Harlingen,TX,Harlingen,TX,1,38.00,Compact,N
DLJJCY,5/17/12,5/22/12,5/24/12,ZR,DOLLAR RENT A CAR,Houston-Hobby,TX,Houston-Hobby,TX,2,22.00,Compact,Y
DLJJCY,5/21/12,5/22/12,5/24/12,ZR,DOLLAR RENT A CAR,Houston-Hobby,TX,Houston-Hobby,TX,2,32.00,Compact,N
DLKQJA,10/17/11,10/18/11,10/20/11,ZL,NATIONAL CAR RENTAL,Pittsburgh,PA,Pittsburgh,PA,2,43.00,Intermediate,N
DLLYRZ,5/2/12,5/6/12,5/11/12,ZT,THRIFTY RENT A CAR,Atlanta,GA,Atlanta,GA,5,23.00,Compact,Y
DLMLDI,1/19/12,1/24/12,1/26/12,ZR,DOLLAR RENT A CAR,Daytona Beach,FL,Daytona Beach,FL,2,13.00,Intermediate,Y
DLQFSZ,6/1/11,6/6/11,6/9/11,ET,ENTERPRISE CARS,Atlanta,GA,Atlanta,GA,3,32.00,Economy,N
DLQQNU,7/2/12,7/8/12,7/13/12,ZR,DOLLAR RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,5,23.00,Economy,Y
DLRMMG,1/15/13,1/18/13,1/18/13,ET,ENTERPRISE CARS,Lafayette,LA,Lafayette,LA,1,30.00,Compact,Y
DLRXDC,6/21/13,6/24/13,6/27/13,ZE,HERTZ RENT A CAR,Ft. Lauderdale,FL,Ft. Lauderdale,FL,3,24.65,Economy,Y
DLTYBH,4/14/11,4/19/11,4/20/11,AL,ALAMO RENT A CAR,Charlotte,NC,Charlotte,NC,1,45.00,Compact,N
DLXMGY,3/14/12,3/19/12,3/22/12,ZR,DOLLAR RENT A CAR,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,3,38.00,Compact,N
DLXMGY,3/19/12,3/19/12,3/22/12,ZR,DOLLAR RENT A CAR,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,3,38.00,Compact,N
DLXVCF,11/7/12,11/12/12,11/16/12,ET,ENTERPRISE CARS,Washington D.C.-Dulles,DC,Washington D.C.-Dulles,DC,4,53.75,Compact,Y
DLZDMX,7/21/11,7/26/11,8/1/11,ZR,DOLLAR RENT A CAR,Honolulu - Oahu,HI,Honolulu - Oahu,HI,6,20.67,Compact,Y
DLZQVZ,4/18/13,4/22/13,4/25/13,AD,ADVANTAGE,Salt Lake City,UT,Salt Lake City,UT,3,20.18,Economy,N
DMDHJN,11/10/10,11/15/10,11/18/10,ZL,NATIONAL CAR RENTAL,Winnipeg,MB,Winnipeg,MB,3,49.00,Intermediate,N
DMEJUC,8/15/11,8/17/11,8/19/11,AL,ALAMO RENT A CAR,New Orleans,LA,New Orleans,LA,2,30.00,Intermediate,N
DMIDCY,12/22/11,12/28/11,12/30/11,AL,ALAMO RENT A CAR,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,2,19.00,Compact,N
DMIDCY,12/29/11,12/28/11,12/30/11,AL,ALAMO RENT A CAR,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,2,19.00,Compact,N
DMIUUL,6/8/11,6/16/11,6/17/11,AL,ALAMO RENT A CAR,Boston,MA,Boston,MA,1,38.00,Intermediate,N
DMKRKU,5/11/12,5/15/12,5/17/12,ET,ENTERPRISE CARS,Lexington,KY,Lexington,KY,2,31.50,Economy,N
DMMAWO,4/4/12,4/9/12,4/13/12,ET,ENTERPRISE CARS,Boise,ID,Boise,ID,4,33.50,Economy,Y
DMMJCO,5/30/12,6/4/12,6/4/12,ZD,BUDGET RENT A CAR,Houston-Intercontinental,TX,Houston-Intercontinental,TX,1,38.00,Intermediate,Y
DMMRLL,11/4/11,11/9/11,11/10/11,ZR,DOLLAR RENT A CAR,Houston-Hobby,TX,Houston-Hobby,TX,1,25.00,Compact,N
DMMVRU,1/26/12,1/31/12,2/1/12,ZR,DOLLAR RENT A CAR,Phoenix,AZ,Phoenix,AZ,1,25.00,Intermediate,N
DMNKEL,11/9/12,11/13/12,11/15/12,ZT,THRIFTY RENT A CAR,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,2,35.00,Economy,N
DMNPKZ,11/15/11,11/18/11,11/18/11,ZE,HERTZ RENT A CAR,San Diego,CA,San Diego,CA,1,21.00,Intermediate,N
DMOEOQ,3/31/11,4/5/11,4/7/11,ZR,DOLLAR RENT A CAR,Baltimore/Washington Intl,MD,Baltimore/Washington Intl,MD,2,31.00,Compact,N
DMPIWB,3/2/12,3/7/12,3/7/12,AL,ALAMO RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,1,15.00,Compact,Y
DMPNGF,8/11/11,8/16/11,8/16/11,ZD,BUDGET RENT A CAR,El Paso,TX,El Paso,TX,1,37.00,Compact,Y
DMSIVM,3/23/12,3/27/12,3/28/12,ZL,NATIONAL CAR RENTAL,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,50.00,Intermediate,Y
DMTWNP,12/1/10,12/2/10,12/3/10,ZL,NATIONAL CAR RENTAL,Corpus Christi,TX,Corpus Christi,TX,1,36.00,Intermediate,N
DMUKZO,1/26/11,1/31/11,2/3/11,ZT,THRIFTY RENT A CAR,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,3,44.00,Economy,Y
DMVOXV,1/28/11,2/2/11,2/2/11,AL,ALAMO RENT A CAR,Los Angeles,CA,Los Angeles,CA,1,18.00,Compact,Y
DMWMQI,12/8/10,12/12/10,12/14/10,AL,ALAMO RENT A CAR,Dallas,TX,Dallas,TX,2,26.00,Compact,Y
DMXHBQ,12/30/10,1/4/11,1/4/11,AL,ALAMO RENT A CAR,Houston-Intercontinental,TX,Houston-Intercontinental,TX,1,22.00,Compact,Y
DMXOEH,11/30/11,12/7/11,12/8/11,AL,ALAMO RENT A CAR,Louisville,KY,Louisville,KY,1,23.00,Intermediate,N
DNAJFU,5/16/12,5/21/12,5/23/12,ZR,DOLLAR RENT A CAR,Los Angeles,CA,Los Angeles,CA,2,34.00,Compact,Y
DNAQSZ,6/20/12,6/24/12,6/30/12,ZD,BUDGET RENT A CAR,San Francisco,CA,San Francisco,CA,6,20.83,Compact,Y
DNATAL,4/20/11,4/25/11,4/25/11,AL,ALAMO RENT A CAR,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,28.00,Compact,N
DNBARM,5/23/12,5/29/12,5/31/12,ZR,DOLLAR RENT A CAR,Jacksonville,FL,Jacksonville,FL,2,36.00,Full Size,Y
DNBNBW,1/12/11,1/18/11,1/21/11,AL,ALAMO RENT A CAR,Sacramento,CA,Sacramento,CA,3,23.00,Compact,Y
DNCOWY,4/6/11,4/11/11,4/15/11,AL,ALAMO RENT A CAR,San Diego,CA,San Diego,CA,4,20.00,Economy,Y
DNCVDZ,6/23/11,6/28/11,7/1/11,ZL,NATIONAL CAR RENTAL,New Bern,NC,New Bern,NC,3,59.00,Intermediate,N
DNCWMA,6/22/12,6/25/12,6/26/12,ET,ENTERPRISE CARS,Memphis,TN,Memphis,TN,1,46.00,Standard,N
DNEKRC,8/17/11,9/12/11,9/16/11,ZD,BUDGET RENT A CAR,Santa Barbara,CA,Santa Barbara,CA,4,34.00,Intermediate,N
DNEWIB,9/30/11,10/4/11,10/4/11,ZL,NATIONAL CAR RENTAL,Ft. Lauderdale,FL,Ft. Lauderdale,FL,1,48.00,Compact,Y
DNJTVL,7/5/11,7/7/11,7/7/11,ZR,DOLLAR RENT A CAR,Lihue - Kauai,HI,Lihue - Kauai,HI,1,41.00,Compact,Y
DNJTVL,7/6/11,7/12/11,7/12/11,ZR,DOLLAR RENT A CAR,Lihue - Kauai,HI,Lihue - Kauai,HI,1,41.00,Compact,Y
DNMFQH,4/5/12,4/9/12,4/13/12,ZI,AVIS RENT A CAR,Phoenix,AZ,Phoenix,AZ,4,32.00,Compact,N
DNQVPC,10/12/11,10/16/11,10/20/11,ZI,AVIS RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,4,40.00,Compact,Y
DNREFC,4/14/12,4/17/12,4/18/12,ET,ENTERPRISE CARS,Tucson,AZ,Tucson,AZ,1,33.00,Compact,Y
DNSFOV,2/21/13,2/26/13,3/1/13,ZT,THRIFTY RENT A CAR,Honolulu - Oahu,HI,Honolulu - Oahu,HI,3,26.00,Compact,Y
DNSKZF,4/6/11,4/11/11,4/12/11,AL,ALAMO RENT A CAR,Roanoke,VA,Roanoke,VA,1,31.00,Compact,N
DNSPIE,2/23/11,3/14/11,3/15/11,ZI,AVIS RENT A CAR,International Falls,MN,International Falls,MN,1,65.00,Intermediate,N
DNVPXU,4/13/11,4/18/11,4/21/11,ZR,DOLLAR RENT A CAR,Denver,CO,Denver,CO,3,27.00,Compact,Y
DNWGGM,4/27/11,5/2/11,5/5/11,ZR,DOLLAR RENT A CAR,Palm Springs,CA,Palm Springs,CA,3,31.00,Compact,Y
DNZWTY,6/6/11,6/8/11,6/9/11,AL,ALAMO RENT A CAR,Marquette,MI,Marquette,MI,1,34.00,Compact,N
DOAMVL,1/5/11,1/9/11,1/13/11,ZI,AVIS RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,4,50.00,Compact,Y
DOBAUX,1/23/13,1/28/13,1/30/13,ZT,THRIFTY RENT A CAR,Indianapolis,IN,Indianapolis,IN,2,37.00,Economy,Y
DOBBJK,8/11/11,8/16/11,8/18/11,ZR,DOLLAR RENT A CAR,Salt Lake City,UT,Salt Lake City,UT,2,36.00,Compact,N
DOCBZU,2/25/11,3/1/11,3/2/11,AL,ALAMO RENT A CAR,Phoenix,AZ,Phoenix,AZ,1,40.00,Economy,Y
DOCFDK,4/26/12,5/1/12,5/1/12,ET,ENTERPRISE CARS,Charleston,SC,Charleston,SC,1,26.00,Compact,Y
DODOPF,11/9/10,11/10/10,11/11/10,AL,ALAMO RENT A CAR,Cleveland,OH,Cleveland,OH,1,51.00,Compact,N
DOEPPZ,10/17/12,10/21/12,10/26/12,ZR,DOLLAR RENT A CAR,New Orleans,LA,New Orleans,LA,5,33.80,Compact,Y
DOEPXA,11/4/11,11/9/11,11/11/11,ZR,DOLLAR RENT A CAR,Kona - Hawaii,HI,Kona - Hawaii,HI,2,67.00,Intermediate,N
DOFMWS,7/8/11,7/11/11,7/13/11,ZR,DOLLAR RENT A CAR,Louisville,KY,Louisville,KY,2,16.00,Compact,Y
DOFROP,1/6/12,1/10/12,1/12/12,ZT,THRIFTY RENT A CAR,Albuquerque,NM,Albuquerque,NM,2,19.00,Intermediate,Y
DOGZAO,3/7/12,3/12/12,3/15/12,ZL,NATIONAL CAR RENTAL,Moline,IL,Moline,IL,3,40.00,Compact,Y
DOIGMF,4/4/12,4/9/12,4/13/12,ZD,BUDGET RENT A CAR,Atlanta,GA,Atlanta,GA,4,38.75,Intermediate,Y
DOINNN,12/30/11,1/5/12,1/6/12,AL,ALAMO RENT A CAR,San Antonio,TX,San Antonio,TX,1,13.00,Compact,Y
DOLSKS,5/18/11,5/23/11,5/25/11,ET,ENTERPRISE CARS,Atlanta,GA,Atlanta,GA,2,45.00,Compact,Y
DONBGG,7/3/12,7/9/12,7/11/12,ET,ENTERPRISE CARS,Tucson,AZ,Tucson,AZ,2,32.00,Compact,N
DOPJCH,1/18/12,1/20/12,2/4/12,ZT,THRIFTY RENT A CAR,Honolulu - Oahu,HI,Honolulu - Oahu,HI,15,22.43,Compact,N
DOPVVK,1/11/13,1/16/13,1/17/13,ZL,NATIONAL CAR RENTAL,Laredo,TX,Laredo,TX,1,37.00,Compact,Y
DOQZNG,4/3/13,4/7/13,4/10/13,ZI,AVIS RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,3,52.00,Economy,Y
DORUVU,10/19/11,10/20/11,10/21/11,AL,ALAMO RENT A CAR,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,29.00,Intermediate,N
DOUBCQ,6/15/11,6/20/11,6/21/11,ZE,HERTZ RENT A CAR,Denver,CO,Denver,CO,1,63.00,Compact,N
DOVDUX,4/6/11,4/10/11,4/17/11,ZL,NATIONAL CAR RENTAL,Brussels,,Brussels,,7,119.31,Full Size,N
DOWCSI,2/28/12,3/5/12,3/5/12,AL,ALAMO RENT A CAR,Boston,MA,Boston,MA,1,18.00,Economy,N
DPBWDV,11/4/11,11/7/11,11/10/11,ET,ENTERPRISE CARS,Raleigh/Durham,NC,Raleigh/Durham,NC,3,22.00,Intermediate,N
DPBWDV,11/7/11,11/7/11,11/9/11,ET,ENTERPRISE CARS,Raleigh/Durham,NC,Raleigh/Durham,NC,2,22.00,Intermediate,N
DPBYBU,11/24/10,11/30/10,12/2/10,ZI,AVIS RENT A CAR,Mc Allen,TX,Mc Allen,TX,2,63.00,Compact,Y
DPCGMU,3/25/11,3/30/11,3/30/11,AL,ALAMO RENT A CAR,Burbank,CA,Burbank,CA,1,24.00,Economy,N
DPDGSJ,6/23/11,7/1/11,7/7/11,AL,ALAMO RENT A CAR,San Francisco,CA,San Francisco,CA,6,25.17,Compact,N
DPHVOP,9/8/11,9/13/11,9/16/11,ET,ENTERPRISE CARS,Providence,RI,Providence,RI,3,36.00,Compact,Y
DPIDPG,9/17/12,9/20/12,9/20/12,ET,ENTERPRISE CARS,Salt Lake City,UT,Salt Lake City,UT,1,32.00,Economy,Y
DPKKHF,8/3/12,8/8/12,8/9/12,ZE,HERTZ RENT A CAR,San Diego,CA,San Diego,CA,1,68.00,Intermediate,Y
DPLSFB,10/27/11,10/31/11,11/1/11,AL,ALAMO RENT A CAR,Raleigh/Durham,NC,Raleigh/Durham,NC,1,27.00,Intermediate,N
DPMGFQ,3/1/12,3/7/12,3/8/12,ET,ENTERPRISE CARS,Salt Lake City,UT,Salt Lake City,UT,1,19.00,Intermediate,N
DPMYBT,9/21/11,9/26/11,9/27/11,ZR,DOLLAR RENT A CAR,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,27.00,Standard,Y
DPRRVS,9/14/11,9/19/11,9/21/11,ET,ENTERPRISE CARS,Nashville,TN,Nashville,TN,2,23.00,Compact,Y
DPRXDF,1/25/13,1/28/13,2/1/13,ET,ENTERPRISE CARS,Nashville,TN,Nashville,TN,4,20.00,Compact,N
DPRXDF,1/28/13,1/29/13,2/1/13,ET,ENTERPRISE CARS,Nashville,TN,Nashville,TN,3,20.00,Compact,N
DPXIOL,3/1/12,3/5/12,3/8/12,AL,ALAMO RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,3,18.00,Compact,Y
DPXJRO,3/30/11,4/5/11,4/7/11,ZR,DOLLAR RENT A CAR,Spokane,WA,Spokane,WA,2,34.00,Economy,Y
DPYNXN,2/7/13,2/20/13,2/20/13,ZT,THRIFTY RENT A CAR,Houston-Hobby,TX,Houston-Hobby,TX,1,38.00,Compact,N
DPYNXN,2/20/13,2/20/13,2/20/13,ZT,THRIFTY RENT A CAR,Houston-Hobby,TX,Houston-Hobby,TX,1,38.00,Compact,N
DPYSDD,2/27/12,3/1/12,3/2/12,ET,ENTERPRISE CARS,Los Angeles,CA,Los Angeles,CA,1,41.00,Economy,Y
DPZPAB,2/4/11,2/7/11,2/8/11,ZR,DOLLAR RENT A CAR,Miami,FL,Miami,FL,1,12.00,Compact,Y
DPZVUJ,9/14/11,9/18/11,9/19/11,ET,ENTERPRISE CARS,Phoenix,AZ,Phoenix,AZ,1,9.00,Compact,N
DQBHZI,9/26/12,9/28/12,10/3/12,ZD,BUDGET RENT A CAR,San Diego,CA,San Diego,CA,5,19.20,Intermediate,N
DQBPHW,1/26/11,1/31/11,2/4/11,ZT,THRIFTY RENT A CAR,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,4,23.00,Compact,N
DQBUUF,1/28/11,2/1/11,2/2/11,AL,ALAMO RENT A CAR,Jacksonville,FL,Jacksonville,FL,1,19.00,Intermediate,N
DQDGQL,1/17/11,1/22/11,1/24/11,ZE,HERTZ RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,2,14.00,Compact,Y
DQDGQL,1/23/11,1/22/11,1/24/11,ZE,HERTZ RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,2,14.00,Compact,Y
DQEDBF,9/11/13,9/15/13,9/20/13,ET,ENTERPRISE CARS,Baltimore,MD,Baltimore,MD,5,22.00,Compact,Y
DQGTKP,7/11/13,7/16/13,7/17/13,ZR,DOLLAR RENT A CAR,Pensacola,FL,Pensacola,FL,1,17.00,Intermediate,Y
DQIBVG,12/15/11,12/20/11,12/21/11,AL,ALAMO RENT A CAR,San Antonio,TX,San Antonio,TX,1,23.00,Compact,Y
DQINCG,3/30/12,4/4/12,4/5/12,ZL,NATIONAL CAR RENTAL,Detroit-Metro,MI,Detroit-Metro,MI,1,42.00,Intermediate,N
DQJDCO,2/1/13,2/6/13,2/6/13,ET,ENTERPRISE CARS,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,34.00,Compact,N
DQJWAC,8/29/13,9/4/13,9/4/13,ET,ENTERPRISE CARS,Tulsa,OK,Tulsa,OK,1,22.40,Intermediate,Y
DQJWAC,9/4/13,9/4/13,9/4/13,ET,ENTERPRISE CARS,Tulsa,OK,Tulsa,OK,1,9.00,Intermediate,N
DQOGER,2/27/12,2/27/12,2/28/12,ET,ENTERPRISE CARS,Spokane,WA,Spokane,WA,1,30.00,Intermediate,N
DQOGER,2/27/12,2/27/12,2/28/12,AL,ALAMO RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,1,59.00,Compact,N
DQORWA,12/28/11,1/4/12,1/5/12,ET,ENTERPRISE CARS,Jackson/Vicksburg,MS,Jackson/Vicksburg,MS,1,32.00,Compact,Y
DQPASH,4/29/11,4/30/11,5/6/11,ET,ENTERPRISE CARS,Jackson/Vicksburg,MS,Jackson/Vicksburg,MS,6,27.83,Intermediate,N
DQRZYO,1/12/11,1/17/11,1/22/11,AL,ALAMO RENT A CAR,Honolulu - Oahu,HI,Honolulu - Oahu,HI,5,31.80,Compact,Y
DQSFMU,9/12/12,9/17/12,9/18/12,ZR,DOLLAR RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,1,46.00,Compact,Y
