GDS Record Locator,Reservation Date,Ticket Issue Date,Trip Departure Date,Ticket Number,Airline Name,Cabin Class,Domestic / International Indicator,Origin Airport Code,Destination Airport Code,Routing,Invoice Amount,Tax Amount,Total Amount,Mileage,Exchange Indicator,Exchange Original Ticket Number,Refund  Indicator,Original Invoice Number,Online Indicator,Fare Category
2UGCQ9,9/23/10,9/30/10,10/3/10,,SOUTHWEST,Coach,D,SFO,DEN,SFO/DEN/SFO,299.4,,299.4,1908.817923,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2UWWLA,,10/27/10,10/5/10,8615847898,UNITED AIRLINES,Coach,D,GRR,DEN,GRR/DEN/ORD/GRR,-141.6,-56.8,-198.4,-2061.780117,N,,P,,Y,YCA City Pair Fare (Contract)
2UWWLA,9/24/10,10/8/10,10/8/10,8616529861,UNITED AIRLINES,Coach,D,DEN,GRR,DEN/ORD/GRR,164.65,33.75,198.4,1035.996299,N,,N,,Y,YCA City Pair Fare (Contract)
2UWWLA,9/24/10,9/30/10,10/5/10,8615847898,UNITED AIRLINES,Coach,D,GRR,DEN,GRR/DEN/ORD/GRR,329.3,56.8,386.1,2061.780117,N,,N,,Y,YCA City Pair Fare (Contract)
2UY25J,9/24/10,10/20/10,10/25/10,,AIRTRAN AIRLINES,Coach,D,ATL,DCA,ATL/DCA/ATL,287.4,,287.4,1095.766184,N,,N,,Y,Economy Restricted Fare (Non-Contract)
2UY752,9/24/10,10/4/10,10/18/10,8616079779,AMERICAN,Coach,D,DFW,LRD,DFW/LRD/DFW,435.34,54.06,489.4,794.9972188,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2UZ6HU,9/24/10,9/29/10,10/3/10,,AIRTRAN AIRWAYS,Coach,D,ATL,MCO,ATL/MCO/ATL,257.4,,257.4,808.8590748,N,,N,,Y,Economy Restricted Fare (Non-Contract)
2V4PJI,9/25/10,10/14/10,10/19/10,8617015934,UNITED AIRLINES,Coach,D,ORD,DCA,ORD/DCA/ORD,176.74,34.66,211.4,1221.809058,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2V8DXM,9/24/10,9/29/10,10/4/10,8615792033,AMERICAN,Coach,D,DTW,ORD,DTW/ORD/DTW,163.72,33.68,197.4,469.0381448,N,,N,,Y,YCA City Pair Fare (Contract)
2V8UBZ,9/24/10,11/24/10,11/28/10,8619612835,HAWAIIAN,Coach,D,HNL,SMF,HNL/SMF/HNL,645.54,37.86,683.4,4924.389377,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2V8URO,9/24/10,9/28/10,10/1/10,8615669100,DELTA AIR LINES,Coach,D,DCA,ATL,DCA/ATL,140.47,21.23,161.7,547.8830405,N,,N,,N,Economy Discounted Government (Non-Contract)
2VADWO,9/24/10,10/13/10,10/18/10,8616970986,AMERICAN,Coach,D,ORD,ABQ,ORD/ABQ/ORD,336.74,45.16,381.9,2233.598646,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2VAP22,9/24/10,10/20/10,10/23/10,,AIRTRAN AIRLINES,Coach,D,DEN,ATL,DEN/ATL/DEN,297.4,,297.4,2414.619112,N,,N,,Y,Economy Restricted Fare (Non-Contract)
2VAYFE,,10/7/10,7/26/10,8610735598,DELTA AIR LINES,Coach,D,ATL,DCA,ATL/DCA/ATL,-169.7,0,-169.7,-1095.766184,N,,P,,N,_CA Deep Discount City Pair Fare (Contract)
2VBXS7,9/24/10,9/29/10,10/4/10,8615792027,AMERICAN,Coach,D,SFO,DCA,SFO/DCA/SFO,327.44,53.36,380.8,4877.344504,N,,N,,Y,YCA City Pair Fare (Contract)
2VCOVJ,9/24/10,10/15/10,10/20/10,8617095889,AMERICAN,Coach,D,DFW,ABQ,DFW/ABQ/DFW,388.84,49.06,437.9,1137.517699,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2VCOVJ,9/24/10,10/21/10,10/21/10,8617570336,AMERICAN,Coach,D,ABQ,DFW,ABQ/DFW,,,,568.7590354,Y,8617095889,N,8617095889,N,_CA Deep Discount City Pair Fare (Contract)
2VDMRX,9/24/10,10/22/10,10/31/10,8617620625,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,444.66,54.74,499.4,2382.178084,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2VDPOC,9/24/10,10/5/10,10/23/10,,SOUTHWEST AIR,Coach,D,DEN,LAS,DEN/LAS/DEN,219.4,,219.4,1230.474703,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2VEPG9,9/24/10,9/29/10,10/4/10,8615791990,AMERICAN,Coach,D,CLE,ORD,CLE/ORD,86.51,17.19,103.7,315.25297,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2VEPG9,9/24/10,9/29/10,10/6/10,8615791991,CONTINENTAL,Coach,D,ORD,CLE,ORD/CLE,127.44,20.26,147.7,315.2532502,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2VGNML,9/24/10,10/20/10,10/21/10,8617457526,DELTA AIR LINES,Coach,D,GFK,DEN,GFK/MSP/DEN,46.52,3.48,50,976.6218702,Y,8616933352,N,8616933352,N,Economy Discounted Government (Non-Contract)
2VGNML,9/24/10,10/13/10,10/18/10,8616933352,DELTA AIR LINES,Coach,D,DEN,GFK,DEN/MSP/GFK/MSP/DEN,859.52,107.26,966.78,1953.243589,N,,N,,Y,Economy Discounted Government (Non-Contract)
2VLHMV,9/24/10,10/20/10,10/24/10,,SOUTHWEST AIR,Coach,D,PHL,LAS,PHL/LAS/PHL,579.4,,579.4,4346.419526,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2VNB4A,9/24/10,10/7/10,10/12/10,8616492750,AMERICAN,Coach,D,ORD,DTW,ORD/DTW/ORD,149.77,32.63,182.4,469.0381448,N,,N,,Y,YCA City Pair Fare (Contract)
2VNJ4X,9/24/10,10/1/10,10/3/10,8616024683,AMERICAN,Coach,D,ORD,MSY,ORD/MSY/ORD,325.58,45.82,371.4,1678.885843,N,,N,,N,YCA City Pair Fare (Contract)
2VNOHR,9/24/10,10/21/10,10/26/10,,AIRTRAN AIRLINES,Coach,D,DEN,ATL,DEN/ATL/DEN,297.4,,297.4,2414.619112,N,,N,,Y,Economy Restricted Fare (Non-Contract)
2VOA7S,9/24/10,10/20/10,10/25/10,8617467328,ALASKA,Coach,D,SEA,LAS,SEA/LAS/SEA,314.42,44.98,359.4,1735.606068,N,,N,,Y,YCA City Pair Fare (Contract)
2VP7S7,,7/14/11,7/21/10,,AMERICAN,Coach,D,DFW,MSY,DFW/MSY/DFW,-556.28,-63.12,-619.4,-893.5574414,N,,Y,,Y,YCA City Pair Fare (Contract)
2VPJB8,9/24/10,10/13/10,10/17/10,8616933377,DELTA AIR LINES,Coach,D,ECP,ABQ,ECP/ATL/ABQ/ATL/ECP,1004.66,116.64,1121.3,3025.535279,N,,N,,Y,YCA City Pair Fare (Contract)
2VQ7XY,9/24/10,10/4/10,10/7/10,8616079820,AMERICAN,Coach,D,DFW,BRO,DFW/BRO/DFW,481.86,57.54,539.4,967.5054161,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2VQRHN,9/24/10,10/7/10,10/12/10,8616445821,DELTA AIR LINES,Coach,D,STL,DTW,STL/DTW/STL,401.86,51.54,453.4,881.4142364,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2VSV9P,9/24/10,10/13/10,10/17/10,8616920059,UNITED AIRLINES,Coach,D,SFO,IAD,SFO/IAD/SFO,305.12,44.28,349.4,4830.898039,N,,N,,Y,YCA City Pair Fare (Contract)
2VUJHX,9/24/10,10/6/10,10/10/10,8616392107,UNITED AIRLINES,Coach,D,SFO,IAD,SFO/IAD/SFO,305.12,44.28,349.4,4830.898039,N,,N,,N,YCA City Pair Fare (Contract)
2VUPXO,9/24/10,10/13/10,10/17/10,8616933298,US AIRWAYS,Coach,D,DCA,MCO,DCA/MCO/DCA,417.68,52.72,470.4,1525.07174,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2VZ65S,9/24/10,10/1/10,10/2/10,8616024869,DELTA AIR LINES,Coach,D,DCA,ATL,DCA/ATL,,,,547.8830405,Y,8615370766,N,8615370766,N,Economy Discounted Government (Non-Contract)
2VZRZ4,9/24/10,11/24/10,11/30/10,8620044473,ALASKA,Coach,D,SEA,DCA,SEA/DCA,175.81,23.89,199.7,2324.757218,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2VZRZ4,9/24/10,11/24/10,12/5/10,8620044474,DELTA AIR LINES,Coach,D,JFK,SEA,JFK/SEA,213.02,26.68,239.7,2417.719662,N,,N,,N,Economy Discounted Government (Non-Contract)
2WG7IX,9/25/10,10/13/10,10/18/10,,AIRTRAN AIRLINES,Coach,D,ATL,DCA,ATL/DCA/ATL,143.7,,143.7,1095.766184,N,,N,,Y,Economy Restricted Fare (Non-Contract)
2WG7IX,9/25/10,10/13/10,10/22/10,8616920012,DELTA AIR LINES,Coach,D,DCA,ATL,DCA/ATL,140.47,21.23,161.7,547.8830405,N,,N,,Y,Economy Discounted Government (Non-Contract)
2Y26UU,9/27/10,9/29/10,10/3/10,8615792099,AMERICAN,Coach,D,DFW,ELP,DFW/ELP/DFW,420.46,52.94,473.4,1104.683077,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2Y26UU,9/27/10,9/30/10,10/3/10,8615912715,AMERICAN,Coach,D,DFW,ELP,DFW/ELP/DFW,,,,1104.683077,Y,8615792099,N,8615792099,N,_CA Deep Discount City Pair Fare (Contract)
2Y2I4Z,9/27/10,10/14/10,10/17/10,,AIRTRAN AIRLINES,Coach,D,IAD,MCO,IAD/MCO/IAD,279.4,,279.4,1520.046182,N,,N,,N,Economy Restricted Fare (Non-Contract)
2Y2I4Z,9/27/10,10/19/10,10/20/10,,AIRTRAN AIRLINES,Coach,D,MCO,IAD,MCO/IAD,,,,760.0230641,N,,N,,N,Economy Restricted Fare (Non-Contract)
2Y2NEB,9/27/10,9/29/10,10/4/10,8615792038,UNITED AIRLINES,Coach,D,LAS,SFO,LAS/SFO/LAS,147.91,32.49,180.4,826.9360795,N,,N,,Y,YCA City Pair Fare (Contract)
2Y2NEB,9/27/10,10/6/10,10/7/10,8616392208,UNITED AIRLINES,Coach,D,SFO,LAS,SFO/LAS,,,,413.4682483,Y,8615792038,N,8615792038,N,YCA City Pair Fare (Contract)
2Y2PJ6,9/27/10,10/21/10,10/26/10,,AIRTRAN AIRLINES,Coach,D,DEN,ATL,DEN/ATL/DEN,297.4,,297.4,2414.619112,N,,N,,Y,Economy Restricted Fare (Non-Contract)
2Y2RVM,,10/13/10,10/12/10,8616445768,AMERICAN,Coach,D,SGF,SAT,SGF/DFW/SAT/DFW/SGF,-902.32,-110.48,-1012.8,-1222.654929,N,,Y,,Y,Economy Discounted Government (Non-Contract)
2Y2RVM,9/27/10,10/7/10,10/12/10,8616445768,AMERICAN,Coach,D,SGF,SAT,SGF/DFW/SAT/DFW/SGF,902.32,110.48,1012.8,1222.654929,N,,N,,Y,Economy Discounted Government (Non-Contract)
2Y33LD,9/27/10,10/14/10,10/19/10,8617047252,DELTA AIR LINES,Coach,D,ATL,JAN,ATL/JAN/ATL,835.34,84.06,919.4,680.7851693,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2Y3NCX,9/27/10,10/4/10,10/7/10,8616079827,UNITED AIRLINES,Coach,D,DEN,BIL,DEN/BIL_HLN/DEN,832.56,83.84,916.4,1050.215347,N,,N,,Y,YCA City Pair Fare (Contract)
2Y3YAJ,9/27/10,11/23/10,11/29/10,8619612728,AMERICAN,Coach,I,MIA,SJU,MIA/SJU/MIA,630,46.2,676.2,2089.686877,N,,N,,N,YCA City Pair Fare (Contract)
2Y5RGZ,9/27/10,10/20/10,10/24/10,,SOUTHWEST AIR,Coach,D,DEN,LAS,DEN/LAS/DEN,219.4,,219.4,1230.474703,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2Y5RQU,9/27/10,10/7/10,10/12/10,8616492670,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,440.94,54.46,495.4,2382.178084,N,,N,,Y,Economy Discounted Government (Non-Contract)
2Y6HQY,9/27/10,10/13/10,10/17/10,8616933359,AMERICAN,Coach,D,ORD,ABQ,ORD/ABQ/ORD,336.74,45.16,381.9,2233.598646,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2Y6SR4,9/27/10,10/21/10,10/26/10,8617546504,AMERICAN,Coach,D,DFW,LAS,DFW/LAS/DFW,271.62,41.78,313.4,2109.49372,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2Y78R4,9/27/10,10/25/10,10/26/10,,AIRTRAN AIRLINES,Coach,D,DEN,ATL,DEN/ATL/DEN,297.4,,297.4,2414.619112,N,,N,,N,Economy Restricted Fare (Non-Contract)
2Y7DEP,9/27/10,10/21/10,12/13/10,8617609427,HAWAIIAN,Coach,D,SAN,HNL,SAN/HNL/SAN,465.66,37.74,503.4,5225.719213,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2Y7LM7,9/27/10,10/20/10,10/26/10,,AIRTRAN AIRLINES,Coach,D,DEN,ATL,DEN/ATL/DEN,297.4,,297.4,2414.619112,N,,N,,N,Economy Restricted Fare (Non-Contract)
2Y7VY9,9/27/10,10/18/10,10/20/10,,SOUTHWEST AIR,Coach,D,SAN,SMF,SAN/SMF/SAN,339.4,,339.4,961.9044054,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2Y8DNR,9/27/10,10/21/10,1/18/11,8617609177,UNITED AIRLINES,Coach,D,FAR,DEN,FAR/DEN/FAR,405.58,51.82,457.4,1277.915937,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2Y8Q2F,9/27/10,10/14/10,10/18/10,8617016145,AMERICAN,Coach,D,DCA,ABQ,DCA/DFW/ABQ/DFW/DCA,692.1,93.2,785.3,3519.695784,N,,N,,N,YCA City Pair Fare (Contract)
2Y8SCS,9/27/10,10/14/10,10/18/10,8617016128,AMERICAN,Coach,D,DCA,ABQ,DCA/DFW/ABQ/DFW/DCA,692.1,93.2,785.3,3519.695784,N,,N,,N,YCA City Pair Fare (Contract)
2Y9HRV,9/27/10,10/14/10,10/19/10,8617016101,AMERICAN,Coach,D,DFW,LRD,DFW/LRD/DFW,435.34,54.06,489.4,794.9972188,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2Y9MZV,9/27/10,10/14/10,10/19/10,8617016142,AMERICAN,Coach,D,DFW,LRD,DFW/LRD/DFW,435.34,54.06,489.4,794.9972188,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2Y9PDI,9/27/10,10/4/10,10/12/10,8616206647,UNITED AIRLINES,Coach,D,SFO,HNL,SFO/HNL/SFO,901.64,37.96,939.6,4797.816844,N,,N,,Y,YCA City Pair Fare (Contract)
2Y9YL3,9/27/10,10/14/10,10/19/10,8617016166,AMERICAN,Coach,D,DFW,LRD,DFW/LRD/DFW,435.34,54.06,489.4,794.9972188,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2YCOCR,,10/1/10,10/4/10,8615792085,US AIRWAYS,Coach,D,BOS,DCA,BOS/DCA/BOS,-352.56,-47.84,-400.4,-796.7495528,N,,Y,,Y,YCA City Pair Fare (Contract)
2YCOCR,9/27/10,9/29/10,10/4/10,8615792085,US AIRWAYS,Coach,D,BOS,DCA,BOS/DCA/BOS,352.56,47.84,400.4,796.7495528,N,,N,,Y,YCA City Pair Fare (Contract)
2YCV7O,9/27/10,10/21/10,11/15/10,8617620588,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,176.74,34.66,211.4,1897.501878,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2YEB6M,,10/19/10,10/18/10,8616919848,DELTA AIR LINES,Coach,D,ATL,ABQ,ATL/ABQ_VPS/ATL,-637.21,-69.19,-706.4,-1532.071913,N,,Y,,Y,_CA Deep Discount City Pair Fare (Contract)
2YEB6M,9/27/10,10/13/10,10/21/10,8616919850,AMERICAN,Coach,D,ABQ,VPS,ABQ/DFW/VPS,320,43.9,363.9,1193.179778,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2YEB6M,9/27/10,10/13/10,10/18/10,8616919848,DELTA AIR LINES,Coach,D,ATL,ABQ,ATL/ABQ_VPS/ATL,637.21,69.19,706.4,1532.071913,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2YEB6M,9/27/10,10/18/10,10/18/10,8617169068,DELTA AIR LINES,Coach,D,ATL,ABQ,ATL/ABQ_VPS/ATL,637.21,69.19,706.4,1532.071913,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2YEXSY,9/27/10,10/6/10,10/11/10,,SOUTHWEST AIR,Coach,D,MDW,DAL,MDW/DAL/MDW,596.8,,596.8,1589.390981,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2YFMNP,,10/27/10,10/7/10,8616079775,AMERICAN,Coach,D,JFK,BOS,JFK/BOS/JFK,-91.7,-38,-129.7,-373.4503615,N,,Y,,N,YCA City Pair Fare (Contract)
2YFMNP,9/27/10,10/8/10,10/8/10,8616579735,DELTA AIR LINES,Coach,D,BOS,LGA,BOS/LGA,97.67,18.03,115.7,184.6183259,N,,N,,N,YCA City Pair Fare (Contract)
2YFMNP,9/27/10,10/4/10,10/7/10,8616079775,AMERICAN,Coach,D,JFK,BOS,JFK/BOS/JFK,221.4,38,259.4,373.4503615,N,,N,,N,YCA City Pair Fare (Contract)
2YG5SF,9/27/10,10/14/10,10/18/10,8617016108,AMERICAN,Coach,D,STL,ABQ,STL/DFW/ABQ/DFW/STL,249.3,60,309.3,2238.889938,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2YGQAP,,10/5/10,10/3/10,8615792071,AMERICAN,Coach,D,SAT,ABQ,SAT/DFW/ABQ/DFW/SAT,-375.82,-69.48,-445.3,-1632.127157,N,,Y,,Y,_CA Deep Discount City Pair Fare (Contract)
2YGQAP,9/27/10,9/29/10,10/3/10,8615792071,AMERICAN,Coach,D,SAT,ABQ,SAT/DFW/ABQ/DFW/SAT,375.82,69.48,445.3,1632.127157,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2YGYGE,9/27/10,10/7/10,10/12/10,8616445807,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,176.74,34.66,211.4,1897.501878,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2YH6QL,9/27/10,10/1/10,10/4/10,8616024741,FRONTIER AIRLINES,Coach,D,DCA,DEN,DCA/DEN/DCA,351.63,47.77,399.4,2970.414318,N,,N,,N,YCA City Pair Fare (Contract)
2YHFVC,9/27/10,10/13/10,10/17/10,,SOUTHWEST AIR,Coach,D,BWI,ABQ,BWI/ABQ/BWI,537.9,,537.9,3335.993651,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2YHYLU,9/27/10,10/13/10,10/17/10,8616933358,AMERICAN,Coach,D,RDU,ABQ,RDU/ORD/ABQ/DFW/RDU,522.8,80.5,603.3,3392.506838,N,,N,,Y,YCA City Pair Fare (Contract)
2YIQ3R,9/27/10,10/8/10,10/12/10,8616579779,AMERICAN,Coach,D,ORD,DTW,ORD/DTW/ORD,149.77,32.63,182.4,469.0381448,N,,N,,N,YCA City Pair Fare (Contract)
2YIXEA,9/27/10,10/13/10,10/15/10,8616933516,AMERICAN,Coach,D,EWR,DFW,EWR/DFW,40,3,43,1371.038174,Y,8616492898,N,8616492898,N,_CA Deep Discount City Pair Fare (Contract)
2YIXEA,9/27/10,10/7/10,10/12/10,8616492898,AMERICAN,Coach,D,DFW,PHL,DFW/PHL_LGA/DFW,303.26,44.14,347.4,2688.799722,N,,N,,N,Economy Discounted Government (Non-Contract)
2YLSCS,7/19/10,9/23/10,10/3/10,8615249760,AMERICAN,Coach,D,SAN,MCI,SAN/DFW/MCI,162.79,33.61,196.4,1630.882419,N,,N,,Y,YCA City Pair Fare (Contract)
2YOJSS,9/27/10,9/29/10,10/3/10,,SOUTHWEST,Coach,D,SLC,DEN,SLC/DEN/SLC,199.4,,199.4,761.3834087,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2YPPY3,9/27/10,10/13/10,10/18/10,8616933287,UNITED AIRLINES,Coach,D,ORD,DCA,ORD/DCA/ORD,243.72,39.68,283.4,1221.809058,N,,N,,Y,YCA City Pair Fare (Contract)
2YQWFC,9/27/10,10/21/10,11/1/10,8617609361,DELTA AIR LINES,Coach,D,ATL,SNA,ATL/SNA/ATL,749.76,77.64,827.4,3833.50354,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2YREQY,9/27/10,9/30/10,10/4/10,8615970557,DELTA AIR LINES,Coach,D,IAH,DTW,IAH/DTW/IAH,783.26,78.64,861.9,2156.12374,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2YUGU9,9/27/10,10/14/10,10/19/10,8617016055,AMERICAN,Coach,D,DFW,LRD,DFW/LRD/DFW,435.34,54.06,489.4,794.9972188,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2YVFQ3,9/27/10,9/30/10,10/5/10,,SOUTHWEST,Coach,D,SAN,PHX,SAN/PHX/SAN,295.4,,295.4,608.1007225,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2YWBCD,9/27/10,9/29/10,10/5/10,8615792236,UNITED AIRLINES,Coach,D,SFO,SAN,SFO/SAN/SFO,174.88,34.52,209.4,894.5282589,N,,N,,Y,Economy Discounted Government (Non-Contract)
2YWLVA,9/27/10,9/30/10,10/29/10,8615912889,ALASKA,Coach,D,LAS,STS,LAS/STS,197.21,25.49,222.7,453.5249684,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2YY9PO,9/27/10,11/4/10,11/8/10,8618575910,UNITED AIRLINES,Coach,D,SFO,LAS,SFO/LAS,70.7,16,86.7,413.4682483,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2YY9PO,9/27/10,11/4/10,11/10/10,8618575912,ALASKA,Coach,D,LAS,PDX,LAS/PDX,101.4,18.3,119.7,763.6017885,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2YY9PO,9/27/10,11/9/10,11/10/10,8618967034,ALASKA,Coach,D,LAS,PDX,LAS/PDX,,,,763.6017885,Y,8618575912,N,8618575912,N,_CA Deep Discount City Pair Fare (Contract)
2YYDZ4,9/27/10,10/20/10,10/25/10,,SOUTHWEST AIR,Coach,D,SAN,LAS,SAN/LAS/SAN,323.4,,323.4,517.9861927,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2YYYOP,9/27/10,10/21/10,11/14/10,8617609249,UNITED AIRLINES,Coach,D,ORD,DCA,ORD/DCA/ORD,243.72,39.68,283.4,1221.809058,N,,N,,Y,YCA City Pair Fare (Contract)
2YZ87U,9/27/10,10/13/10,10/18/10,8616933567,AMERICAN,Coach,D,CLE,ABQ,CLE/DFW/ABQ/DFW/CLE,292.1,63.2,355.3,3179.596851,N,,N,,Y,YCA City Pair Fare (Contract)
2Z3YUV,9/28/10,10/21/10,10/25/10,,SOUTHWEST AIR,Coach,D,PHL,PIT,PHL/PIT/PHL,259.4,,259.4,536.1532997,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
2Z4CJE,9/28/10,9/29/10,10/1/10,8615792128,DELTA AIR LINES,Coach,D,DCA,ATL,DCA/ATL,140.47,21.23,161.7,547.8830405,N,,N,,N,Economy Discounted Government (Non-Contract)
2Z54UA,9/28/10,10/21/10,10/25/10,,SOUTHWEST AIR,Coach,D,MCI,BWI,MCI/BWI/MCI,363.4,,363.4,1931.62032,N,,N,,Y,Economy Restricted Fare (Non-Contract)
2Z5RC7,9/28/10,10/21/10,10/26/10,8617586774,AMERICAN,Coach,D,DFW,LAS,DFW/LAS/DFW,271.62,41.78,313.4,2109.49372,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2Z8DW3,9/27/10,10/1/10,10/1/10,,SOUTHWEST AIR,Coach,D,SAN,OAK,SAN/OAK,,,,446.9182672,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2ZADWN,9/27/10,10/20/10,10/25/10,8617467439,UNITED AIRLINES,Coach,D,SFO,BWI,SFO/BWI/SFO,716.28,75.12,791.4,4906.653741,N,,N,,Y,YCA City Pair Fare (Contract)
2ZAINJ,9/27/10,10/21/10,11/16/10,8617609183,AMERICAN,Coach,D,MCI,ORD,MCI/ORD/MCI,156.28,33.12,189.4,806.286146,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2ZASOD,,10/24/10,10/5/10,8615912721,UNITED AIRLINES,Coach,D,SFO,PHX,SFO/PHX/SFO,-91.7,-38,-129.7,-1300.292,N,,P,,Y,_CA Deep Discount City Pair Fare (Contract)
2ZASOD,9/27/10,9/30/10,10/5/10,8615912721,UNITED AIRLINES,Coach,D,SFO,PHX,SFO/PHX/SFO,221.4,38,259.4,1300.292,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2ZB4IF,,12/22/11,10/6/10,,AMERICAN,Coach,D,DFW,SAT,DFW/SAT_BRO/DFW,-269.7,0,-269.7,-731.0573858,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
2ZB4IF,,10/7/10,10/6/10,,SOUTHWEST AIR,Coach,D,DFW,SAT,DFW/SAT/HRL_BRO/DFW,-148.7,0,-148.7,-965.1796875,N,,Y,,N,Economy Restricted Fare (Non-Contract)
2ZB4IF,9/27/10,10/1/10,10/6/10,,SOUTHWEST AIR,Coach,D,DFW,SAT,DFW/SAT/HRL_BRO/DFW,148.7,,148.7,965.1796875,N,,N,,N,Economy Restricted Fare (Non-Contract)
2ZB4IF,9/27/10,10/1/10,10/6/10,8616024655,AMERICAN,Coach,D,DFW,SAT,DFW/SAT_BRO/DFW,381.4,50,431.4,731.0573858,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2ZB6DH,9/27/10,10/21/10,11/14/10,8617609443,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,444.66,54.74,499.4,2382.178084,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2ZBF26,9/27/10,10/4/10,10/7/10,8616079821,UNITED AIRLINES,Coach,D,DEN,BIL,DEN/BIL_HLN/DEN,832.56,83.84,916.4,1050.215347,N,,N,,Y,YCA City Pair Fare (Contract)
2ZC3GL,,9/28/10,10/3/10,8615668990,US AIRWAYS,Coach,D,MCI,DCA,MCI/DCA,-294.88,-32.82,-327.7,-948.751078,N,,Y,,Y,Economy Discounted Government (Non-Contract)
2ZC3GL,,10/22/10,10/8/10,8615668991,FRONTIER AIRLINES,Coach,D,DCA,MCI,DCA/MCI,-88.37,-17.33,-105.7,-948.7507998,N,,Y,,Y,_CA Deep Discount City Pair Fare (Contract)
2ZC3GL,9/27/10,9/28/10,10/8/10,8615668991,FRONTIER AIRLINES,Coach,D,DCA,MCI,DCA/MCI,88.37,17.33,105.7,948.7507998,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2ZC3GL,9/27/10,9/28/10,10/3/10,8615668990,US AIRWAYS,Coach,D,MCI,DCA,MCI/DCA,294.88,32.82,327.7,948.751078,N,,N,,Y,Economy Discounted Government (Non-Contract)
2ZCV4S,9/27/10,9/29/10,10/3/10,8615792117,AMERICAN,Coach,D,DFW,LRD,DFW/LRD/DFW,435.34,54.06,489.4,794.9972188,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2ZDJUP,9/27/10,10/13/10,10/18/10,8616920007,US AIRWAYS,Coach,D,MSY,DCA,MSY/DCA/MSY,613.96,67.44,681.4,1941.910304,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
